seq,date,year,status,signature,has_rodo_violation,resolution,violation,violated_requirement,fine,rodo_articles,file
109,2019-01-30,2019,NIEPRAWOMOCNA,ZSPU.440.574.2018,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1lit.f;art.14ust.1;art.57ust.1;art.58ust.2;art.58ust.2lit.d;art.4pkt2;art.6ust.1;art.6ust.1litf;art.9;art.14ust.2;Art.14ust.3;art.14ust.5lit.b;art.5ust.1litc;art.14;art.14ust.5litb;art.21;art.17;art.17ust.1;art.17ust.1lita;art.17ust.1litb;art.17ust.1litd;art.17ust.1lite;art.8ust.1;art.17ust.1litf;art.17ust.1litc;art.21ust.1;art.6ust.1lit.e,by-year/2019/2019-01-30__NIEPRAWOMOCNA__ZSPU.440.574.2018.txt
110,2019-04-16,2019,PRAWOMOCNA,ZSPU.440.636.2018,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6;art.5ust.1lit.a;art.6ust.1lit.c;art.5;art.5ust.1lit.c;art.6ust.1lit.a,by-year/2019/2019-04-16__PRAWOMOCNA__ZSPU.440.636.2018.txt
111,2019-05-17,2019,NIEPRAWOMOCNA,ZSPU.440.705.2018,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.57ust.1;art.58ust.2;art.58ust.2lit.d;Art.4pkt2;art.6ust.1;art.6ust.1lit.f;art.17ust.1;art.17ust.1lit.a;art.17ust.1lit.d;art.17ust.1lit.e;art.8ust.1;art.17ust.1lit.f;art.17ust.1lit.c;art.21ust.1;art.6ust.1lit.e,by-year/2019/2019-05-17__NIEPRAWOMOCNA__ZSPU.440.705.2018.txt
112,2019-04-18,2019,PRAWOMOCNA,ZSPU.440.799.2018,0,umarza postępowanie.,brak stwierdzenia naruszenia,,,,by-year/2019/2019-04-18__PRAWOMOCNA__ZSPU.440.799.2018.txt
113,2019-04-18,2019,PRAWOMOCNA,ZSPU.440.803.2018,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.57ust.1;art.6ust.1,by-year/2019/2019-04-18__PRAWOMOCNA__ZSPU.440.803.2018.txt
114,2019-04-11,2019,NIEPRAWOMOCNA,ZSPU.440.840.2018,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.57ust.1;art.58ust.2;art.58ust.2lit.d;art.4pkt2;art.6ust.1;art.4pkt10;art.6ust.1lit.f,by-year/2019/2019-04-11__NIEPRAWOMOCNA__ZSPU.440.840.2018.txt
115,2019-04-18,2019,NIEPRAWOMOCNA,ZSPU.440.99.2018,0,utrzymuje w mocy zaskarżoną decyzję.,brak stwierdzenia naruszenia,,,art.91;art.15ust.1lit.a;art.15;art.12ust.6;art.9;art.99;art.99ust.2;art.91ust.1;art.57ust.1;art.58ust.2;Art.15ust.1;art.5ust.1lit.c;art.5ust.1litc,by-year/2019/2019-04-18__NIEPRAWOMOCNA__ZSPU.440.99.2018.txt
116,2019-01-24,2019,PRAWOMOCNA,ZSZZS.440.104.2018,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.9ust.1;art.29,by-year/2019/2019-01-24__PRAWOMOCNA__ZSZZS.440.104.2018.txt
117,2019-03-13,2019,PRAWOMOCNA,ZSZZS.440.257.2018,0,utrzymuje w mocy zaskarżoną decyzję.,brak stwierdzenia naruszenia,,,art.9ust.1;art.23ust.1;art.6;art.9ust.2;art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.c;art.9;art.9ust.2lit.h,by-year/2019/2019-03-13__PRAWOMOCNA__ZSZZS.440.257.2018.txt
118,2019-01-30,2019,PRAWOMOCNA,ZSZZS.440.310.2018,0,2. w pozostałym zakresie odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.c;art.9;art.9ust.2;art.9ust.2lit.h,by-year/2019/2019-01-30__PRAWOMOCNA__ZSZZS.440.310.2018.txt
119,2019-01-30,2019,PRAWOMOCNA,ZSZZS.440.370.2018,0,nakazuje Urzędowi Celno-Skarbowemu w W. usunięcie danych osobowych Pana M.B. w,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.c;art.5ust.1,by-year/2019/2019-01-30__PRAWOMOCNA__ZSZZS.440.370.2018.txt
120,2019-06-11,2019,PRAWOMOCNA,ZSZZS.440.592.2018,0,2. w pozostałym zakresie odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.5ust.1,by-year/2019/2019-06-11__PRAWOMOCNA__ZSZZS.440.592.2018.txt
121,2019-03-27,2019,PRAWOMOCNA,ZSZZS.440.60.2018,0,2) odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.c;art.9;art.9ust.2;art.9ust.2lit.h,by-year/2019/2019-03-27__PRAWOMOCNA__ZSZZS.440.60.2018.txt
122,2019-03-14,2019,PRAWOMOCNA,ZSZZS.440.632.2018,0,utrzymuje w mocy zaskarżoną decyzję.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.c;art.9;art.9ust.2,by-year/2019/2019-03-14__PRAWOMOCNA__ZSZZS.440.632.2018.txt
123,2019-02-19,2019,PRAWOMOCNA,ZSZZS.440.658.2018,0,2. umarza postępowanie w pozostałym zakresie.,brak stwierdzenia naruszenia,,,art.4ust.7;art.6ust.1;art.5ust.1;art.6ust.1lit.f;art.5ust.1lit.c;art.58ust.2;art.58,by-year/2019/2019-02-19__PRAWOMOCNA__ZSZZS.440.658.2018.txt
124,2019-04-12,2019,PRAWOMOCNA,ZSZZS.440.659.2018,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.16;art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.c;art.9ust.2;art.9ust.2lit.a;art.9ust.2lit.h;art.58ust.2,by-year/2019/2019-04-12__PRAWOMOCNA__ZSZZS.440.659.2018.txt
125,2019-03-22,2019,PRAWOMOCNA,ZSZZS.440.660.2018,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.15ust.1;art.15;art.15ust.3;art.6ust.1litc;art.15ust.1lit.a;art.15ust.1lit.b;art.15ust.1lit.c;art.15ust.1lit.d;art.15ust.1lit.e;art.15ust.1lit.f;art.15ust.1lit.g;art.15ust.1lit.h;art.4pkt1;art.58ust.2,by-year/2019/2019-03-22__PRAWOMOCNA__ZSZZS.440.660.2018.txt
126,2019-04-12,2019,PRAWOMOCNA,ZSZZS.440.672.2018,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.9ust.1;art.9ust.2;art.9ust.2lit.h,by-year/2019/2019-04-12__PRAWOMOCNA__ZSZZS.440.672.2018.txt
127,2018-12-27,2018,PRAWOMOCNA,ZSZZS.440.684.2018,0,3. w pozostałym zakresie utrzymuje w mocy zaskarżoną decyzję.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.c;art.9;art.9ust.2;art.9ust.2lit.h;art.83,by-year/2018/2018-12-27__PRAWOMOCNA__ZSZZS.440.684.2018.txt
128,2018-10-29,2018,PRAWOMOCNA,ZSZZS.440.717.2018,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.c,by-year/2018/2018-10-29__PRAWOMOCNA__ZSZZS.440.717.2018.txt
129,2019-03-20,2019,PRAWOMOCNA,ZSZZS.440.727.2018,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.b;art.6ust.1lit.c;art.9ust.2;art.9ust.2lit.a;art.9ust.2lit.b;art.28ust.3;art.58ust.2;art.28,by-year/2019/2019-03-20__PRAWOMOCNA__ZSZZS.440.727.2018.txt
130,2018-11-23,2018,PRAWOMOCNA,ZSZZS.440.736.2018,0,utrzymuje w mocy zaskarżoną decyzję.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.c;art.6ust.1lit.e,by-year/2018/2018-11-23__PRAWOMOCNA__ZSZZS.440.736.2018.txt
131,2019-02-06,2019,PRAWOMOCNA,ZSZZS.440.748.2018,0,2. w pozostałym zakresie odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.c;art.9;art.9ust.2;art.9ust.2lit.h;art.4pkt14;art.9ust.1;art.5ust.1;art.4ust.11;art.6ust.1lit.e;art.58ust.2lit.f;art.58ust.2lit.i;art.58ust.2;art.83;art.83ust.2;art.58ust.2lit.a;art.83ust.2lit.a;art.5ust.1lit.c;art.25;art.40;art.42;art.83ust.1;art.83ust.7,by-year/2019/2019-02-06__PRAWOMOCNA__ZSZZS.440.748.2018.txt
132,2018-12-07,2018,PRAWOMOCNA,ZSZZS.440.780.2018,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.5ust.1litf;art.25;art.6ust.1lit.c,by-year/2018/2018-12-07__PRAWOMOCNA__ZSZZS.440.780.2018.txt
133,2019-08-30,2019,PRAWOMOCNA,ZSZZS.440.786.2018,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.9ust.1;art.9ust.2lit.g;art.58ust.2,by-year/2019/2019-08-30__PRAWOMOCNA__ZSZZS.440.786.2018.txt
134,2019-07-11,2019,PRAWOMOCNA,ZSZZS.440.790.2018,1,udziela upomnienia Szkole Podstawowej w W. za nieprawidłowości w procesie przetwa-,"rzania danych osobowych, polegające na naruszeniu art",podstawa prawna przetwarzania (art. 6 RODO),,art.4ust.7;art.24ust.1;art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.b;art.6ust.1lit.c;art.6ust.1lit.d;art.6ust.1lit.e;art.6ust.1lit.f;art.58ust.2lit.b,by-year/2019/2019-07-11__PRAWOMOCNA__ZSZZS.440.790.2018.txt
135,2019-06-27,2019,PRAWOMOCNA,ZSZZS.440.793.2018,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.c;art.6ust.1litc;art.58ust.2,by-year/2019/2019-06-27__PRAWOMOCNA__ZSZZS.440.793.2018.txt
136,2019-06-27,2019,PRAWOMOCNA,ZSZZS.440.794.2018,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.c;art.6ust.1litc;art.58ust.2,by-year/2019/2019-06-27__PRAWOMOCNA__ZSZZS.440.794.2018.txt
137,2019-09-19,2019,PRAWOMOCNA,ZSZZS.440.801.2018,0,2. w pozostałym zakresie odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.4ust.7;art.5ust.1lit.b;art.6ust.1;art.6ust.1litc;art.58,by-year/2019/2019-09-19__PRAWOMOCNA__ZSZZS.440.801.2018.txt
138,2019-03-18,2019,PRAWOMOCNA,ZSZZS.440.842.2018,0,kopii jej danych osobowych znajdujących się w jej aktach osobowych.,brak stwierdzenia naruszenia,,,art.15ust.3;art.4pkt1,by-year/2019/2019-03-18__PRAWOMOCNA__ZSZZS.440.842.2018.txt
139,2018-11-20,2018,NIEPRAWOMOCNA,ZWAD.405.10.2018,1,"nakazuje ponowne zawiadomienie osoby, której dane dotyczą, o naruszeniu ochrony da-",,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.2;art.34ust.3lit.b;art.34ust.4;art.34ust.1;art.58ust.2lit.e;art.34;art.33ust.3lit.b;art.33lit.c;art.34ust.3;art.33ust3lit.c;art.33ust3lit.d;art.5ust.1lit.a;art.33ust.3lit.c,by-year/2018/2018-11-20__NIEPRAWOMOCNA__ZWAD.405.10.2018.txt
140,2018-11-20,2018,PRAWOMOCNA,ZWAD.405.11.2018,1,"nakazuje ponowne zawiadomienie osoby, której dane dotyczą, o naruszeniu ochrony da-",,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.2;art.34ust.3lit.b;art.34ust.4;art.34ust.1;art.58ust.2lit.e;art.34;art.33ust.3lit.b;art.33lit.c;art.34ust.3;art.33ust3lit.c;art.33ust3lit.d;art.5ust.1lit.a;art.33ust.3lit.c,by-year/2018/2018-11-20__PRAWOMOCNA__ZWAD.405.11.2018.txt
141,2019-03-28,2019,NIEPRAWOMOCNA,ZWAD.405.1274.2018,1,umarza w całości postępowanie w niniejszej sprawie.,,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.4;art.58ust.2lit.e;art.34;art.34ust.2,by-year/2019/2019-03-28__NIEPRAWOMOCNA__ZWAD.405.1274.2018.txt
142,2019-03-27,2019,NIEPRAWOMOCNA,ZWAD.405.1383.2018,1,"nakazuję zawiadomienie osoby, której dane dotyczą, o naruszeniu ochrony danych oso-",,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.3lit.b;art.34;art.58ust.2lit.e;Art.34ust.1;art.34ust.2;art.33ust.3lit.b;art.34ust.4;Art.34ust.3litb,by-year/2019/2019-03-27__NIEPRAWOMOCNA__ZWAD.405.1383.2018.txt
143,2018-12-21,2018,NIEPRAWOMOCNA,ZWAD.405.153.2018,1,"nakazuje ponowne zawiadomienie osób, których dane dotyczą, o naruszeniu ochrony da-",,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.2;art.34ust.3lit.b;art.34ust.4;art.34ust.1;art.58ust.2lit.e;art.34;art.33ust.3lit.b;art.33lit.c;art.34ust.3;art.33ust3lit.c;art.33ust3lit.d;art.5ust.1lit.a;art.33ust.3lit.c,by-year/2018/2018-12-21__NIEPRAWOMOCNA__ZWAD.405.153.2018.txt
144,2018-12-21,2018,NIEPRAWOMOCNA,ZWAD.405.154.2018,1,"nakazuje ponowne zawiadomienie osoby, której dane dotyczą, o naruszeniu ochrony da-",,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.2;art.34ust.3lit.b;art.34ust.4;art.34ust.1;art.58ust.2lit.e;art.34;art.33ust.3lit.b;art.33lit.c;art.34ust.3;art.33ust3lit.c;art.33ust3lit.d;art.5ust.1lit.a;art.33ust.3lit.c,by-year/2018/2018-12-21__NIEPRAWOMOCNA__ZWAD.405.154.2018.txt
145,2019-01-23,2019,NIEPRAWOMOCNA,ZWAD.405.158.2018,1,"nakazuje ponowne zawiadomienie osoby, której dane dotyczą, o naruszeniu ochrony da-",,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.2;art.34ust.3lit.b;art.34ust.4;art.34ust.1;art.58ust.2lit.e;art.34;art.33ust.3lit.b;art.33lit.c;art.34ust.3;art.33ust3lit.c;art.33ust3lit.d;art.5ust.1lit.a;art.33ust.3lit.c,by-year/2019/2019-01-23__NIEPRAWOMOCNA__ZWAD.405.158.2018.txt
146,2019-04-10,2019,PRAWOMOCNA,ZWAD.405.1981.2018,1,umarza w całości postępowanie w niniejszej sprawie.,,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.33ust.3;art.34ust.2;art.58ust.2lit.e,by-year/2019/2019-04-10__PRAWOMOCNA__ZWAD.405.1981.2018.txt
147,2018-11-20,2018,NIEPRAWOMOCNA,ZWAD.405.22.2018,1,"nakazuje ponowne zawiadomienie osoby, której dane dotyczą, o naruszeniu ochrony da-",,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.2;art.34ust.3lit.b;art.34ust.4;art.34ust.1;art.58ust.2lit.e;art.34;art.33ust.3lit.b;art.33lit.c;art.34ust.3;art.33ust3lit.c;art.33ust3lit.d;art.5ust.1lit.a;art.33ust.3lit.c,by-year/2018/2018-11-20__NIEPRAWOMOCNA__ZWAD.405.22.2018.txt
148,2018-11-20,2018,NIEPRAWOMOCNA,ZWAD.405.23.2018,1,"nakazuje ponowne zawiadomienie osoby, której dane dotyczą, o naruszeniu ochrony da-",,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.2;art.34ust.3lit.b;art.34ust.4;art.34ust.1;art.58ust.2lit.e;art.34;art.33ust.3lit.b;art.33lit.c;art.34ust.3;art.33ust3lit.c;art.33ust3lit.d;art.5ust.1lit.a;art.33ust.3lit.c,by-year/2018/2018-11-20__NIEPRAWOMOCNA__ZWAD.405.23.2018.txt
149,2018-11-20,2018,NIEPRAWOMOCNA,ZWAD.405.25.2018,1,"nakazuje ponowne zawiadomienie osoby, której dane dotyczą, o naruszeniu ochrony da-",,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.2;art.34ust.3lit.b;art.34ust.4;art.34ust.1;art.58ust.2lit.e;art.34;art.33ust.3lit.b;art.33lit.c;art.34ust.3;art.33ust3lit.c;art.33ust3lit.d;art.5ust.1lit.a;art.33ust.3lit.c,by-year/2018/2018-11-20__NIEPRAWOMOCNA__ZWAD.405.25.2018.txt
150,2018-11-20,2018,NIEPRAWOMOCNA,ZWAD.405.26.2018,1,"nakazuje ponowne zawiadomienie osoby, której dane dotyczą, o naruszeniu ochrony da-",,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.2;art.34ust.3lit.b;art.34ust.4;art.34ust.1;art.58ust.2lit.e;art.34;art.33ust.3lit.b;art.33lit.c;art.34ust.3;art.33ust3lit.c;art.33ust3lit.d;art.5ust.1lit.a;art.33ust.3lit.c,by-year/2018/2018-11-20__NIEPRAWOMOCNA__ZWAD.405.26.2018.txt
151,2018-11-20,2018,NIEPRAWOMOCNA,ZWAD.405.27.2018,1,"nakazuje ponowne zawiadomienie osoby, której dane dotyczą, o naruszeniu ochrony da-",,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.2;art.34ust.3lit.b;art.34ust.4;art.34ust.1;art.58ust.2lit.e;art.34;art.33ust.3lit.b;art.33lit.c;art.34ust.3;art.33ust3lit.c;art.33ust3lit.d;art.5ust.1lit.a;art.33ust.3lit.c,by-year/2018/2018-11-20__NIEPRAWOMOCNA__ZWAD.405.27.2018.txt
152,2018-11-20,2018,NIEPRAWOMOCNA,ZWAD.405.28.2018,1,"nakazuje ponowne zawiadomienie osoby, której dane dotyczą, o naruszeniu ochrony da-",,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.2;art.34ust.3lit.b;art.34ust.4;art.34ust.1;art.58ust.2lit.e;art.34;art.33ust.3lit.b;art.33lit.c;art.34ust.3;art.33ust3lit.c;art.33ust3lit.d;art.5ust.1lit.a;art.33ust.3lit.c,by-year/2018/2018-11-20__NIEPRAWOMOCNA__ZWAD.405.28.2018.txt
153,2018-11-20,2018,NIEPRAWOMOCNA,ZWAD.405.29.2018,1,"nakazuje ponowne zawiadomienie osoby, której dane dotyczą, o naruszeniu ochrony da-",,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.2;art.34ust.3lit.b;art.34ust.4;art.34ust.1;art.58ust.2lit.e;art.34;art.33ust.3lit.b;art.33lit.c;art.34ust.3;art.33ust3lit.c;art.33ust3lit.d;art.5ust.1lit.a;art.33ust.3lit.c,by-year/2018/2018-11-20__NIEPRAWOMOCNA__ZWAD.405.29.2018.txt
154,2019-03-11,2019,NIEPRAWOMOCNA,ZWAD.405.85.2018,1,umarza w całości postępowanie w niniejszej sprawie.,,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.2;art.34ust.4;art.58ust.2lit.e;art.34,by-year/2019/2019-03-11__NIEPRAWOMOCNA__ZWAD.405.85.2018.txt
155,2018-12-20,2018,NIEPRAWOMOCNA,ZWAD.405.88.2018,1,"nakazuje ponowne zawiadomienie osoby, której dane dotyczą, o naruszeniu ochrony da-",,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.2;art.34ust.3lit.b;art.34ust.4;art.34ust.1;art.58ust.2lit.e;art.34;art.33ust.3lit.b;art.33lit.c;art.34ust.3;art.33ust3lit.c;art.33ust3lit.d;art.5ust.1lit.a;art.33ust.3lit.c,by-year/2018/2018-12-20__NIEPRAWOMOCNA__ZWAD.405.88.2018.txt
156,2018-11-20,2018,NIEPRAWOMOCNA,ZWAD.405.9.2018,1,"nakazuje ponowne zawiadomienie osoby, której dane dotyczą, o naruszeniu ochrony da-",,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.34ust.2;art.34ust.3lit.b;art.34ust.4;art.34ust.1;art.58ust.2lit.e;art.34;art.33ust.3lit.b;art.33lit.c;art.34ust.3;art.33ust3lit.c;art.33ust3lit.d;art.5ust.1lit.a;art.33ust.3lit.c,by-year/2018/2018-11-20__NIEPRAWOMOCNA__ZWAD.405.9.2018.txt
157,2019-12-23,2019,PRAWOMOCNA,DKE.440.72.2019,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.2ust.2lit.c,by-year/2019/2019-12-23__PRAWOMOCNA__DKE.440.72.2019.txt
158,2021-05-21,2021,PRAWOMOCNA,DKE.523.27.2019,0,umarza postępowanie.,brak stwierdzenia naruszenia,,,,by-year/2021/2021-05-21__PRAWOMOCNA__DKE.523.27.2019.txt
159,2020-05-05,2020,PRAWOMOCNA,ZKE.440.10.2019,0,2. W pozostałym zakresie odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.57ust.1;art.28,by-year/2020/2020-05-05__PRAWOMOCNA__ZKE.440.10.2019.txt
160,2020-05-13,2020,PRAWOMOCNA,ZKE.440.11.2019,0,odmawia uwzględnienia wniosku,brak stwierdzenia naruszenia,,,art.57ust.1;art.1ust1;art.6ust.1;art.4pkt2;art.58,by-year/2020/2020-05-13__PRAWOMOCNA__ZKE.440.11.2019.txt
161,2020-04-30,2020,PRAWOMOCNA,ZKE.440.13.2019,0,nakazuje P. Sp. z o.o. przywrócenie stanu zgodnego z prawem przez usunięcie z serwisu,brak stwierdzenia naruszenia,,,art.85ust.1;art.85ust.2;art.6ust.1;art.6ust.1lit.e;art.6;art.6ust.1litf,by-year/2020/2020-04-30__PRAWOMOCNA__ZKE.440.13.2019.txt
162,2019-11-29,2019,PRAWOMOCNA,ZKE.440.14.2019,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.58ust.2,by-year/2019/2019-11-29__PRAWOMOCNA__ZKE.440.14.2019.txt
163,2019-12-30,2019,PRAWOMOCNA,ZKE.440.15.2019,0,umarza postępowanie,brak stwierdzenia naruszenia,,,art.57ust.1;art.58ust.2,by-year/2019/2019-12-30__PRAWOMOCNA__ZKE.440.15.2019.txt
164,2019-12-23,2019,PRAWOMOCNA,ZKE.440.17.2019,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1,by-year/2019/2019-12-23__PRAWOMOCNA__ZKE.440.17.2019.txt
165,2021-01-04,2021,PRAWOMOCNA,ZKE.440.18.2019,0,umarza postępowanie.,brak stwierdzenia naruszenia,,,art.57ust.1,by-year/2021/2021-01-04__PRAWOMOCNA__ZKE.440.18.2019.txt
166,2020-05-08,2020,PRAWOMOCNA,ZKE.440.19.2019,0,odmawia uwzględnienia wniosku,brak stwierdzenia naruszenia,,,art.57ust.1;art.1ust1;art.6ust.1;art.4pkt2;art.58,by-year/2020/2020-05-08__PRAWOMOCNA__ZKE.440.19.2019.txt
167,2019-11-25,2019,PRAWOMOCNA,ZKE.440.20.2019,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1litf,by-year/2019/2019-11-25__PRAWOMOCNA__ZKE.440.20.2019.txt
168,2019-10-03,2019,PRAWOMOCNA,ZKE.440.21.2019,0,umarza postępowanie.,brak stwierdzenia naruszenia,,,,by-year/2019/2019-10-03__PRAWOMOCNA__ZKE.440.21.2019.txt
169,2020-04-23,2020,PRAWOMOCNA,ZKE.440.22.2019,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.57ust.1;art.6ust.1;art.6ust.1lit.c,by-year/2020/2020-04-23__PRAWOMOCNA__ZKE.440.22.2019.txt
170,2020-01-23,2020,PRAWOMOCNA,ZKE.440.23.2019,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.c;art.6ust.1lit.b;art.6ust.1lit.e;art.6ust.1lit.f;art.4pkt2;art.57ust.1;art.28,by-year/2020/2020-01-23__PRAWOMOCNA__ZKE.440.23.2019.txt
171,2020-01-30,2020,PRAWOMOCNA,ZKE.440.24.2019,0,odmawia uwzględnienia wniosku,brak stwierdzenia naruszenia,,,art.6;art.6ust.1lit.c;art.6ust.1lit.f;art.28ust.3,by-year/2020/2020-01-30__PRAWOMOCNA__ZKE.440.24.2019.txt
172,2020-09-23,2020,PRAWOMOCNA,ZKE.440.25.2019,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.b;art.6ust.1lit.f,by-year/2020/2020-09-23__PRAWOMOCNA__ZKE.440.25.2019.txt
173,2019-12-30,2019,PRAWOMOCNA,ZKE.440.26.2019,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1litf,by-year/2019/2019-12-30__PRAWOMOCNA__ZKE.440.26.2019.txt
174,2019-09-09,2019,PRAWOMOCNA,ZKE.440.27.2019,0,umarza postępowanie.,brak stwierdzenia naruszenia,,,,by-year/2019/2019-09-09__PRAWOMOCNA__ZKE.440.27.2019.txt
175,2019-09-27,2019,PRAWOMOCNA,ZKE.440.28.2019,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.4pkt2;art.6ust.1lit.f;art.6ust.1lit.c,by-year/2019/2019-09-27__PRAWOMOCNA__ZKE.440.28.2019.txt
176,2019-11-29,2019,PRAWOMOCNA,ZKE.440.29.2019,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,,by-year/2019/2019-11-29__PRAWOMOCNA__ZKE.440.29.2019.txt
177,2020-05-08,2020,PRAWOMOCNA,ZKE.440.30.2019,0,utrzymuje w mocy zaskarżoną decyzję.,brak stwierdzenia naruszenia,,,art.6ust.1lit.f,by-year/2020/2020-05-08__PRAWOMOCNA__ZKE.440.30.2019.txt
178,2020-05-08,2020,PRAWOMOCNA,ZKE.440.31.2019,0,odmawia uwzględnienia wniosku,brak stwierdzenia naruszenia,,,art.57ust.1;art.1ust1;art.6ust.1;art.4pkt2;art.58,by-year/2020/2020-05-08__PRAWOMOCNA__ZKE.440.31.2019.txt
179,2020-09-30,2020,PRAWOMOCNA,ZKE.440.32.2019,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.6ust.1;art.57ust.1,by-year/2020/2020-09-30__PRAWOMOCNA__ZKE.440.32.2019.txt
180,2019-11-27,2019,PRAWOMOCNA,ZKE.440.33.2019,0,utrzymuje w mocy zaskarżoną decyzję.,brak stwierdzenia naruszenia,,,,by-year/2019/2019-11-27__PRAWOMOCNA__ZKE.440.33.2019.txt
181,2019-12-23,2019,PRAWOMOCNA,ZKE.440.34.2019,0,umarza postępowanie.,brak stwierdzenia naruszenia,,,art.57ust.1,by-year/2019/2019-12-23__PRAWOMOCNA__ZKE.440.34.2019.txt
182,2020-06-17,2020,PRAWOMOCNA,ZKE.440.35.2019,0,odmawia uwzględnienia wniosku.,brak stwierdzenia naruszenia,,,art.57ust.1;art.6ust.1;art.6ust.1lit.f;art.28;art.6ust.1lit.c,by-year/2020/2020-06-17__PRAWOMOCNA__ZKE.440.35.2019.txt
183,2020-02-10,2020,PRAWOMOCNA,ZKE.440.36.2019,0,w serwisie (…).,brak stwierdzenia naruszenia,,,art.6ust.1;art.6ust.1lit.b;art.17ust.1,by-year/2020/2020-02-10__PRAWOMOCNA__ZKE.440.36.2019.txt
