seq,date,status,signature,resolution,violation,violated_requirement,fine,rodo_articles,summary
276,2019-04-25,PRAWOMOCNA,ZSPR.440.43.2019,"nakłada na E. z siedzibą w O. przy ul. (…), administracyjną karę pieniężną w wysokości",stwierdzając naruszenie przez E,zasady przetwarzania danych (art. 5 RODO),,art.34;art.57ust.1;art.57;Art.5;art.5ust.1lit.f;art.32ust.1lit.b;art.32ust.2;art.32;art.5ust.1lit.c;art.58ust.2lit.i;art.83ust.2;art.58ust.2lit.a;art.83ust.1;art.83ust.2lit.d;art.25;art.83ust.2lit.k;art.83ust.2lit.a;art.5ust.1litf;art.58ust.2;art.83ust.4lit.a;art.83;art.83ust.3;art.83ust.5lit.a,"ZSPR.440.43.2019 — 2019-04-25 — PRAWOMOCNA: nakłada na E. z siedzibą w O. przy ul. (…), administracyjną karę pieniężną w wysokości. Naruszenie: stwierdzając naruszenie przez E. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.34, art.57ust.1, art.57, Art.5, art.5ust.1lit.f, art.32ust.1lit.b, art.32ust.2, art.32, art.5ust.1lit.c, art.58ust.2lit.i, art.83ust.2, art.58ust.2lit.a, art.83ust.1, art.83ust.2lit.d, art.25, art.83ust.2lit.k, art.83ust.2lit.a, art.5ust.1litf, art.58ust.2, art.83ust.4lit.a, art.83, art.83ust.3, art.83ust.5lit.a."
281,2019-10-18,PRAWOMOCNA,ZSPU.421.3.2019,nakłada na Burmistrza G. karę pieniężną w kwocie 40.000 zł (słownie:,stwierdzając naruszenie przez Burmistrza G,zasady przetwarzania danych (art. 5 RODO),40000 zl,art.32ust.1,ZSPU.421.3.2019 — 2019-10-18 — PRAWOMOCNA: nakłada na Burmistrza G. karę pieniężną w kwocie 40.000 zł (słownie:. Naruszenie: stwierdzając naruszenie przez Burmistrza G. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Kara: 40000 zl. Artykuły RODO (wykryte): art.32ust.1.
287,2019-10-08,PRAWOMOCNA,ZSPU.440.296.2019,"udziela upomnienia Komornikowi Sądowemu przy Sądzie Rejonowym dla W. F. we W.,",Pani A,zasady przetwarzania danych (art. 5 RODO),,art.5;art.4pkt2;art.5ust.1lit.d;Art.32ust.1;art.6ust.1lit.c,"ZSPU.440.296.2019 — 2019-10-08 — PRAWOMOCNA: udziela upomnienia Komornikowi Sądowemu przy Sądzie Rejonowym dla W. F. we W.,. Naruszenie: Pani A. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.5, art.4pkt2, art.5ust.1lit.d, Art.32ust.1, art.6ust.1lit.c."
292,2020-09-22,NIEPRAWOMOCNA,ZWAD.405.31.331.2019,udziela upomnienia Szpitalowi w C.,Stwierdzając naruszenie przez Szpital w C,pozycja IOD (art. 38 RODO),,art.39ust.1;art.4ust.7;art.32ust.4;art.39ust.1lit.b;art.38ust.6;art.38ust.2;art.39;art.32ust.1;art.58ust.2lit.b,"ZWAD.405.31.331.2019 — 2020-09-22 — NIEPRAWOMOCNA: udziela upomnienia Szpitalowi w C.. Naruszenie: Stwierdzając naruszenie przez Szpital w C. Naruszony wymóg: pozycja IOD (art. 38 RODO). Artykuły RODO (wykryte): art.39ust.1, art.4ust.7, art.32ust.4, art.39ust.1lit.b, art.38ust.6, art.38ust.2, art.39, art.32ust.1, art.58ust.2lit.b."
293,2022-05-16,PRAWOMOCNA,ZWOS.440.3951.2019,w pozostałym zakresie odmawia uwzględnienia wniosku.,1,podstawa prawna przetwarzania (art. 6 RODO),,art.6ust.1lit.b;art.6ust.1lit.f;art.6ust.1;art.6ust.1lit.a;art.6ust.1lit.c;art.5ust.1;art.5ust.1lit.b;art.58ust.2;art.58ust.2lit.b,"ZWOS.440.3951.2019 — 2022-05-16 — PRAWOMOCNA: w pozostałym zakresie odmawia uwzględnienia wniosku.. Naruszenie: 1. Naruszony wymóg: podstawa prawna przetwarzania (art. 6 RODO). Artykuły RODO (wykryte): art.6ust.1lit.b, art.6ust.1lit.f, art.6ust.1, art.6ust.1lit.a, art.6ust.1lit.c, art.5ust.1, art.5ust.1lit.b, art.58ust.2, art.58ust.2lit.b."
294,2020-05-29,PRAWOMOCNA,DKE.561.1.2020,nakłada na R. Sp. z o.o. z siedzibą w D. przy ul. (…) administracyjną karę pieniężną w,stwierdzając naruszenie przez R,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.e;art.83ust.5lit.e;art.58ust.1lita;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,"DKE.561.1.2020 — 2020-05-29 — PRAWOMOCNA: nakłada na R. Sp. z o.o. z siedzibą w D. przy ul. (…) administracyjną karę pieniężną w. Naruszenie: stwierdzając naruszenie przez R. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.e, art.83ust.5lit.e, art.58ust.1lita, art.57ust.1lit.a, art.51, art.58ust.1, art.83ust5lite, art.31, art.83ust.2, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83, art.83ust.1."
295,2020-12-29,PRAWOMOCNA,DKE.561.10.2020,umarza postępowanie.,dację T,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a,DKE.561.10.2020 — 2020-12-29 — PRAWOMOCNA: umarza postępowanie.. Naruszenie: dację T. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a.
297,2020-12-04,PRAWOMOCNA,DKE.561.12.2020,udziela upomnienia P. Sp. z o.o. sp. k. za naruszenie przepisów art. 31 oraz art. 58 ust. 1,udziela upomnienia P,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2,"DKE.561.12.2020 — 2020-12-04 — PRAWOMOCNA: udziela upomnienia P. Sp. z o.o. sp. k. za naruszenie przepisów art. 31 oraz art. 58 ust. 1. Naruszenie: udziela upomnienia P. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.57ust.1lit.a, art.51, art.58ust.1, art.83ust5lite, art.31, art.58ust.2lit.b, art.58ust.1lit.e, art.83ust.2."
298,2020-12-09,PRAWOMOCNA,DKE.561.13.2020,nakłada na Z. Sp. z o.o. z siedzibą w U. przy ul. (…) administracyjną karę pieniężną w,stwierdzając naruszenie przez Z,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.58ust.1lita;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.83ust.4lit.a;art.83ust.3;art.58ust.1lit.e;art.31;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,"DKE.561.13.2020 — 2020-12-09 — PRAWOMOCNA: nakłada na Z. Sp. z o.o. z siedzibą w U. przy ul. (…) administracyjną karę pieniężną w. Naruszenie: stwierdzając naruszenie przez Z. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.83ust.5lit.e, art.58ust.1lita, art.57ust.1lit.a, art.51, art.58ust.1, art.83ust5lite, art.83ust.4lit.a, art.83ust.3, art.58ust.1lit.e, art.31, art.83ust.2, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83, art.83ust.1."
299,2020-12-04,PRAWOMOCNA,DKE.561.14.2020,udziela upomnienia P. G. Sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit.,udziela upomnienia P,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2,"DKE.561.14.2020 — 2020-12-04 — PRAWOMOCNA: udziela upomnienia P. G. Sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit.. Naruszenie: udziela upomnienia P. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.57ust.1lit.a, art.51, art.58ust.1, art.83ust5lite, art.31, art.58ust.2lit.b, art.58ust.1lit.e, art.83ust.2."
300,2020-12-04,PRAWOMOCNA,DKE.561.15.2020,udziela upomnienia P. G. Sp. z o.o. sp. k. za naruszenie przepisów art. 31 oraz art. 58,udziela upomnienia P,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2,"DKE.561.15.2020 — 2020-12-04 — PRAWOMOCNA: udziela upomnienia P. G. Sp. z o.o. sp. k. za naruszenie przepisów art. 31 oraz art. 58. Naruszenie: udziela upomnienia P. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.57ust.1lit.a, art.51, art.58ust.1, art.83ust5lite, art.31, art.58ust.2lit.b, art.58ust.1lit.e, art.83ust.2."
301,2021-01-05,PRAWOMOCNA,DKE.561.16.2020,nakłada na M. Sp. z o.o. z siedzibą w Z. przy (…) administracyjną karę pieniężną w kwo-,stwierdzając naruszenie przez M,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.13;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.58ust.2lit.i;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,"DKE.561.16.2020 — 2021-01-05 — PRAWOMOCNA: nakłada na M. Sp. z o.o. z siedzibą w Z. przy (…) administracyjną karę pieniężną w kwo-. Naruszenie: stwierdzając naruszenie przez M. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.13, art.83ust.5lit.e, art.57ust.1lit.a, art.51, art.58ust.1, art.83ust5lite, art.31, art.58ust.2lit.i, art.83ust.2, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83, art.83ust.1."
302,2020-12-18,PRAWOMOCNA,DKE.561.17.2020,udziela upomnienia Panu T. P. prowadzącemu działalność gospodarczą pod nazwą T. za,,warunki zgody (art. 7 RODO),,art.58ust.1lit.e;art.83ust.5lit.e;art.58ust.1lite;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.83ust.4lit.a;art.58ust.2lit.b;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.2;art.83ust.1,"DKE.561.17.2020 — 2020-12-18 — PRAWOMOCNA: udziela upomnienia Panu T. P. prowadzącemu działalność gospodarczą pod nazwą T. za. Naruszony wymóg: warunki zgody (art. 7 RODO). Artykuły RODO (wykryte): art.58ust.1lit.e, art.83ust.5lit.e, art.58ust.1lite, art.57ust.1lit.a, art.51, art.58ust.1, art.83ust5lite, art.83ust.4lit.a, art.58ust.2lit.b, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83, art.83ust.2, art.83ust.1."
303,2020-06-03,PRAWOMOCNA,DKE.561.2.2020,nakłada na Panią A. T. prowadzącą działalność gospodarczą pod nazwą (…) w Ł. admini-,stwierdzając naruszenie przez Panią A,zawiadomienie osób o naruszeniu (art. 34 RODO),,art.58ust.1lit.e;art.34ust.1;art.34ust.2;art.33ust.3lit.b;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust.5lit.e;art.31;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,"DKE.561.2.2020 — 2020-06-03 — PRAWOMOCNA: nakłada na Panią A. T. prowadzącą działalność gospodarczą pod nazwą (…) w Ł. admini-. Naruszenie: stwierdzając naruszenie przez Panią A. Naruszony wymóg: zawiadomienie osób o naruszeniu (art. 34 RODO). Artykuły RODO (wykryte): art.58ust.1lit.e, art.34ust.1, art.34ust.2, art.33ust.3lit.b, art.57ust.1lit.a, art.51, art.58ust.1, art.83ust.5lit.e, art.31, art.83ust.2, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83, art.83ust.1."
304,2020-11-26,PRAWOMOCNA,DKE.561.20.2020,udziela upomnienia za naruszenie przez Z. Sp. j. przepisów art. 58 ust. 1 lit. a) i e) rozpo-,udziela upomnienia za naruszenie przez Z,współpraca z organem nadzorczym (art. 31 RODO),,art.57ust.1lit.a;art.51;art.58ust.1;art.83ust.5lite;art.31;art.58ust.2lit.b;art.58ust.1lit.a;art.83ust.2,"DKE.561.20.2020 — 2020-11-26 — PRAWOMOCNA: udziela upomnienia za naruszenie przez Z. Sp. j. przepisów art. 58 ust. 1 lit. a) i e) rozpo-. Naruszenie: udziela upomnienia za naruszenie przez Z. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.57ust.1lit.a, art.51, art.58ust.1, art.83ust.5lite, art.31, art.58ust.2lit.b, art.58ust.1lit.a, art.83ust.2."
305,2020-11-19,PRAWOMOCNA,DKE.561.21.2020,udziela upomnienia K. Sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. a),udziela upomnienia K,współpraca z organem nadzorczym (art. 31 RODO),,art.33;art.58ust.1lit.a;art.83ust.5lit.e;art.58ust.1lita;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2lit.a;art.83ust.2lit.f;art.83;art.83ust.2;art.83ust.1,"DKE.561.21.2020 — 2020-11-19 — PRAWOMOCNA: udziela upomnienia K. Sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. a). Naruszenie: udziela upomnienia K. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.33, art.58ust.1lit.a, art.83ust.5lit.e, art.58ust.1lita, art.57ust.1lit.a, art.51, art.58ust.1, art.83ust5lite, art.31, art.58ust.2lit.b, art.58ust.1lit.e, art.83ust.2lit.a, art.83ust.2lit.f, art.83, art.83ust.2, art.83ust.1."
306,2021-03-19,PRAWOMOCNA,DKE.561.22.2020,"udziela upomnienia Panu T. Z. prowadzącemu działalność gospodarczą pod firmą T. Z.,",za naruszenie przepisów art,współpraca z organem nadzorczym (art. 31 RODO),,art.13;art.15;art.83ust.5lit.e;art.15ust.1lit.b;art.57ust.1lit.a;art.51;art.58ust.1;art.31;art.58ust.2lit.b;art.58ust.1lit.a;art.83ust.2,"DKE.561.22.2020 — 2021-03-19 — PRAWOMOCNA: udziela upomnienia Panu T. Z. prowadzącemu działalność gospodarczą pod firmą T. Z.,. Naruszenie: za naruszenie przepisów art. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.13, art.15, art.83ust.5lit.e, art.15ust.1lit.b, art.57ust.1lit.a, art.51, art.58ust.1, art.31, art.58ust.2lit.b, art.58ust.1lit.a, art.83ust.2."
307,2021-04-27,PRAWOMOCNA,DKE.561.23.2020,nakłada na K. Spółkę Akcyjną z siedzibą w N. przy ul. (…) administracyjną karę pieniężną,stwierdzając naruszenie przez K,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.e;art.83ust.5lit.e;art.58ust.1;art.58ust.1lite;art.57ust.1lit.a;art.51;art.83ust5lite;art.31;art.83ust.4lit.a;art.83ust.4;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,"DKE.561.23.2020 — 2021-04-27 — PRAWOMOCNA: nakłada na K. Spółkę Akcyjną z siedzibą w N. przy ul. (…) administracyjną karę pieniężną. Naruszenie: stwierdzając naruszenie przez K. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.e, art.83ust.5lit.e, art.58ust.1, art.58ust.1lite, art.57ust.1lit.a, art.51, art.83ust5lite, art.31, art.83ust.4lit.a, art.83ust.4, art.83ust.2, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83, art.83ust.1."
308,2020-12-16,PRAWOMOCNA,DKE.561.24.2020,udziela upomnienia Z. Sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. e),udziela upomnienia Z,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2,"DKE.561.24.2020 — 2020-12-16 — PRAWOMOCNA: udziela upomnienia Z. Sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. e). Naruszenie: udziela upomnienia Z. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.57ust.1lit.a, art.51, art.58ust.1, art.83ust5lite, art.31, art.58ust.2lit.b, art.58ust.1lit.e, art.83ust.2."
309,2021-03-19,PRAWOMOCNA,DKE.561.25.2020,"nakłada na T. Spółka z o.o. (…) administracyjną karę pieniężną w kwocie 22 739,50 PLN",stwierdzając naruszenie przez T,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.15;art.83ust.5lit.e;art.58ust.1lita;art.57ust.1lit.a;art.51;art.58ust.1;art.31;art.83ust.3;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,"DKE.561.25.2020 — 2021-03-19 — PRAWOMOCNA: nakłada na T. Spółka z o.o. (…) administracyjną karę pieniężną w kwocie 22 739,50 PLN. Naruszenie: stwierdzając naruszenie przez T. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.15, art.83ust.5lit.e, art.58ust.1lita, art.57ust.1lit.a, art.51, art.58ust.1, art.31, art.83ust.3, art.83ust.2, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83, art.83ust.1."
310,2022-07-05,PRAWOMOCNA,DKE.561.27.2020,udziela upomnienia A. sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. a),udziela upomnienia A,współpraca z organem nadzorczym (art. 31 RODO),,art.31;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.58ust.2lit.b;art.83ust.2,"DKE.561.27.2020 — 2022-07-05 — PRAWOMOCNA: udziela upomnienia A. sp. z o.o. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. a). Naruszenie: udziela upomnienia A. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.31, art.58ust.1lit.a, art.57ust.1lit.a, art.51, art.58ust.1, art.83ust5lite, art.58ust.2lit.b, art.83ust.2."
311,2021-09-01,PRAWOMOCNA,DKE.561.28.2020,udziela upomnienia M. Sp. z o.o. za nieprzestrzeganie nakazu orzeczonego przez organ,,prawo dostępu do danych (art. 15 RODO),,art.15;art.13;art.14;art.58ust.2lit.g;art.83ust.6;art.57ust.1;art.58ust.2lit.b,"DKE.561.28.2020 — 2021-09-01 — PRAWOMOCNA: udziela upomnienia M. Sp. z o.o. za nieprzestrzeganie nakazu orzeczonego przez organ. Naruszony wymóg: prawo dostępu do danych (art. 15 RODO). Artykuły RODO (wykryte): art.15, art.13, art.14, art.58ust.2lit.g, art.83ust.6, art.57ust.1, art.58ust.2lit.b."
312,2020-07-02,PRAWOMOCNA,DKE.561.3.2020,nakłada na Głównego Geodetę Kraju z siedzibą w Warszawie przy ul. (…) administracyj-,stwierdzając naruszenie przez Głównego Geodetę Kraju z siedzibą w Warszawie przy ul,współpraca z organem nadzorczym (art. 31 RODO),,art.29;art.24ust.1;art.37;art.58ust.1lit.e;art.31;art.57ust.1lit.a;art.51;art.83ust.5lite;art.83ust.4lit.a;art.58ust.1lit.f;art.28ust.3;art.83ust.5lit.e;art.83ust.2;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.1,"DKE.561.3.2020 — 2020-07-02 — PRAWOMOCNA: nakłada na Głównego Geodetę Kraju z siedzibą w Warszawie przy ul. (…) administracyj-. Naruszenie: stwierdzając naruszenie przez Głównego Geodetę Kraju z siedzibą w Warszawie przy ul. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.29, art.24ust.1, art.37, art.58ust.1lit.e, art.31, art.57ust.1lit.a, art.51, art.83ust.5lite, art.83ust.4lit.a, art.58ust.1lit.f, art.28ust.3, art.83ust.5lit.e, art.83ust.2, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83, art.83ust.1."
313,2020-09-23,PRAWOMOCNA,DKE.561.4.2020,umarza postępowanie,nałożenia na Dom Dziecka (…) w S,zgłoszenie naruszenia do UODO (art. 33 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.33;art.83ust.5lite;art.33ust.3,"DKE.561.4.2020 — 2020-09-23 — PRAWOMOCNA: umarza postępowanie. Naruszenie: nałożenia na Dom Dziecka (…) w S. Naruszony wymóg: zgłoszenie naruszenia do UODO (art. 33 RODO). Artykuły RODO (wykryte): art.83ust.5lit.e, art.58ust.1lit.a, art.57ust.1lit.a, art.51, art.33, art.83ust.5lite, art.33ust.3."
314,2020-09-09,PRAWOMOCNA,DKE.561.5.2020,umarza postępowanie.,mendanta Straży Miejskiej w L,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a,DKE.561.5.2020 — 2020-09-09 — PRAWOMOCNA: umarza postępowanie.. Naruszenie: mendanta Straży Miejskiej w L. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a.
315,2020-09-09,PRAWOMOCNA,DKE.561.6.2020,udziela upomnienia za naruszenie przez S. Sp. z o.o. przepisów art. 31 oraz art. 58 ust. 1,udziela upomnienia za naruszenie przez S,współpraca z organem nadzorczym (art. 31 RODO),,art.58ust.1lit.a;art.83ust.5lit.e;art.58ust.1lita;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.31;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2lit.a;art.83ust.2lit.b;art.83ust.2lit.f;art.83;art.83ust.2;art.83ust.1,"DKE.561.6.2020 — 2020-09-09 — PRAWOMOCNA: udziela upomnienia za naruszenie przez S. Sp. z o.o. przepisów art. 31 oraz art. 58 ust. 1. Naruszenie: udziela upomnienia za naruszenie przez S. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.58ust.1lit.a, art.83ust.5lit.e, art.58ust.1lita, art.57ust.1lit.a, art.51, art.58ust.1, art.83ust5lite, art.31, art.58ust.2lit.b, art.58ust.1lit.e, art.83ust.2lit.a, art.83ust.2lit.b, art.83ust.2lit.f, art.83, art.83ust.2, art.83ust.1."
316,2021-03-01,PRAWOMOCNA,DKE.561.8.2020,"udziela upomnienia E. Sp. z o.o., za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. a)",udziela upomnienia E,współpraca z organem nadzorczym (art. 31 RODO),,art.83ust.5lit.e;art.58ust.1lit.a;art.57ust.1lit.a;art.51;art.58ust.1;art.31;art.58ust.2lit.b;art.83ust.2,"DKE.561.8.2020 — 2021-03-01 — PRAWOMOCNA: udziela upomnienia E. Sp. z o.o., za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. a). Naruszenie: udziela upomnienia E. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.83ust.5lit.e, art.58ust.1lit.a, art.57ust.1lit.a, art.51, art.58ust.1, art.31, art.58ust.2lit.b, art.83ust.2."
317,2020-12-04,PRAWOMOCNA,DKE.561.9.2020,udziela upomnienia K. S.A. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. e) roz-,udziela upomnienia K,współpraca z organem nadzorczym (art. 31 RODO),,art.31;art.58ust.1lit.a;art.83ust.5lit.e;art.57ust.1lit.a;art.51;art.58ust.1;art.83ust5lite;art.83ust.5;art.57;art.58;art.58ust.2lit.b;art.58ust.1lit.e;art.83ust.2,"DKE.561.9.2020 — 2020-12-04 — PRAWOMOCNA: udziela upomnienia K. S.A. za naruszenie przepisów art. 31 oraz art. 58 ust. 1 lit. e) roz-. Naruszenie: udziela upomnienia K. Naruszony wymóg: współpraca z organem nadzorczym (art. 31 RODO). Artykuły RODO (wykryte): art.31, art.58ust.1lit.a, art.83ust.5lit.e, art.57ust.1lit.a, art.51, art.58ust.1, art.83ust5lite, art.83ust.5, art.57, art.58, art.58ust.2lit.b, art.58ust.1lit.e, art.83ust.2."
318,2020-11-12,PRAWOMOCNA,DKN.5101.25.2020,udziela upomnienia U. Sp. z o.o. z siedzibą w G.;,1) stwierdzając naruszenie przez U,zasady przetwarzania danych (art. 5 RODO),,art.4pkt1;art.4pkt15;art.4pkt2;Art.5;art.5ust.1lit.f;art.24ust.1;art.25ust.1;art.32ust.1lit.d;art.32ust.2;art.32ust.1;art.4pkt12;art.33;art.33ust.1;art.34ust.1;art.34ust.3lit.c;art.34ust.2;art.33ust.3lit.b;art.34ust.4;art.34;art.5ust.1lit.a;art.58ust.2lit.b,"DKN.5101.25.2020 — 2020-11-12 — PRAWOMOCNA: udziela upomnienia U. Sp. z o.o. z siedzibą w G.;. Naruszenie: 1) stwierdzając naruszenie przez U. Naruszony wymóg: zasady przetwarzania danych (art. 5 RODO). Artykuły RODO (wykryte): art.4pkt1, art.4pkt15, art.4pkt2, Art.5, art.5ust.1lit.f, art.24ust.1, art.25ust.1, art.32ust.1lit.d, art.32ust.2, art.32ust.1, art.4pkt12, art.33, art.33ust.1, art.34ust.1, art.34ust.3lit.c, art.34ust.2, art.33ust.3lit.b, art.34ust.4, art.34, art.5ust.1lit.a, art.58ust.2lit.b."
